Name,Casno,Formula,hit_prob,match_factor,reverse_match_factor,rt1,rt2,Area,Height
α-Methylstyrene,98-83-9,C9H10,32.23,864,907,18.90410369784789,1.0742971887550201,97164240.64711468,2031566.2280449816
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.73,749,923,36.870736220786284,0.7730923694779116,5304634.521648585,2187055.487062763
"Cycloheptasiloxane, tetradecamethyl-",107-50-6,C14H42O7Si7,55.48,773,795,32.82720175506697,0.3463855421686747,31348971.60592085,2071899.1040606608
"Cyclohexasiloxane, dodecamethyl-",540-97-6,C12H36O6Si6,95.73,860,879,28.200064376769614,0.7630522088353414,31626482.383844387,2047598.2904908096
Acetone,67-64-1,C3H6O,73.06,927,938,4.835104912484298,0.48694779116465864,2230321932.39539,48388618.98154856
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.36,767,926,36.954108065440295,0.8734939759036144,3646203.0429348154,2151181.880467143
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.12,762,928,36.683149570314775,0.12048192771084337,3398613.213767169,1978670.3199607919
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.53,739,913,36.599777725660765,0.020080321285140562,10828765.502346326,2198896.9326677164
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,55.02,751,919,36.62062068682427,0.4718875502008032,17013518.627160188,2123467.6537762377
Nonane,111-84-2,C9H20,18.82,805,875,15.02731292143659,0.5120481927710844,20672345.960209563,2014168.9460204425
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.4,759,934,36.64146364798777,0.9236947791164659,3410489.8223397103,2023436.2350232357
2-Ethyl-oxetane,---,C5H10O,66.68,834,900,5.835567048332376,0.8734939759036144,6118149.762389045,2054004.7877469372
"Heptane, 4-methyl-",589-53-7,C8H18,40.75,822,909,10.462704426629735,0.5170682730923695,41789800.0249697,1889275.9949879926
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,47.65,713,897,36.41219107518925,1.0742971887550201,2258994.029908749,2258994.029908749
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,51.56,741,917,36.55809180333376,0.8232931726907631,2147191.2360523716,2147191.2360523716
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.26,768,927,36.70399253147828,0.572289156626506,3286965.2482930296,1940878.4063143623
Benzophenone,119-61-9,C13H10O,70.4,870,916,38.97587529829995,0.0,29297583.71610185,2095564.7257424903
1-Dodecene,112-41-4,C12H24,5.32,865,907,24.865190590609355,0.5823293172690763,28856384.837637246,1857886.0403148092
"1-Propene, 1-(methylthio)-, (E)-",42848-6-6,C4H8S,55.58,858,925,10.17090297034071,0.6124497991967871,78473130.29679663,1851410.194794094
Methylacrylonitrile,126-98-7,C4H5N,37.88,859,951,7.086144718142473,0.9036144578313253,42753932.583536446,2308084.077801709
β-Pinene,127-91-3,C10H16,35.36,851,900,18.445558552250855,0.015060240963855422,22738099.66841588,1845372.2800307912
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,46.5,720,898,36.391348114025746,0.6224899598393574,3841548.539923559,2241016.3547203117
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,44.3,714,878,35.68268743446669,0.6275100401606426,1901845.641566088,1901845.641566088
2-Butanone,78-93-3,C4H8O,56.99,709,824,6.815186223016951,0.9889558232931727,35294187.32466572,1856807.307183212
"Hexane, 2-methyl-4-methylene-",3404-80-6,C8H16,15.56,788,891,11.338108795496803,0.8483935742971888,19552185.790909436,2184893.943616509
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,48.88,738,907,36.37050515286224,0.1706827309236948,2128379.8406917304,2128379.8406917304
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,77.72,814,908,37.996256123615375,1.25,3181479.1612514313,1848622.1210825166
"2(3H)-Furanone, dihydro-3,5-dimethyl-",5145-1-7,C6H10O2,28.5,717,870,4.251501999906253,0.642570281124498,8661652.836229796,1823444.9381895084
"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",3796-70-1,C13H22O,69.72,871,911,33.535862434626026,0.41164658634538154,51948570.94156968,1910224.5592940813
Trichloromethane,67-66-3,CHCl3,82.99,823,929,7.273731368613987,0.23092369477911648,42880258.21784791,1854076.9346899304
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,57.66,748,918,36.53724884217026,0.3714859437751004,2040522.2895272102,2040522.2895272102
Benzaldehyde,100-52-7,C7H6O,66.79,907,948,19.300119959954426,0.8232931726907631,261458332.3284595,3356980.8239381257
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.06,738,916,36.474719958679756,0.7228915662650602,7558648.628410315,2106123.51975995
Benzene,71-43-2,C6H6,57.75,714,915,7.919863164682537,1.1646586345381527,38436662.08705931,2044062.306454961
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.51,746,925,36.49556291984326,1.1746987951807228,2013206.5496481685,2013206.5496481685
Nonanal,124-19-6,C9H18O,69.74,860,889,23.322811464510238,0.49698795180722893,20862812.96902711,1944351.6891390195
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.51,757,925,36.32881923053524,0.9738955823293173,1921546.0552072579,1921546.0552072579
"Octane, 3-chloro-",1117-79-9,C8H17Cl,12.82,858,891,11.358951756660305,1.25,4820101.919650443,2086597.701873933
Acetone,67-64-1,C3H6O,65.69,875,880,4.772576028993793,0.9236947791164659,1049003236.709638,52150292.81685684
cis-2-Nonene,6434-77-1,C9H18,7.6,781,903,14.881412193292077,0.8734939759036144,53511148.517966665,3972871.467838494
Dodecyl acrylate,2156-97-0,C15H28O2,29.69,871,893,38.74660272550143,0.23092369477911648,18574285.551932834,1892828.6689862923
"9-Eicosene, (E)-",74685-29-3,C20H40,4.09,816,894,38.14215685175988,0.050200803212851405,25824713.478380524,2284457.8157660207
"Heptane, 2,2,4,6,6-pentamethyl-",13475-82-6,C12H26,14.17,860,904,18.508087435741363,0.8132530120481928,118280989.47436766,5406014.449215712
Acetone,67-64-1,C3H6O,75.67,936,941,4.772576028993793,0.7881526104417671,766320340.7676034,49974033.99397144
"Silanol, trimethyl-",1066-40-6,C3H10OSi,55.79,701,767,6.648442533708938,0.8785140562248996,7758040.400655324,1955548.0647008365
Benzaldehyde,100-52-7,C7H6O,63.19,888,938,19.38349180460843,0.8333333333333334,201056381.13539082,2620349.7804338546
Isopropyl Alcohol,67-63-0,C3H8O,72.66,883,933,4.876790834811301,0.8082329317269076,282962532.52222276,38340494.31195807
Isopropyl Alcohol,67-63-0,C3H8O,81.71,923,959,4.9601626794653075,0.7730923694779116,1432600686.2290137,35751653.42347329
Benzophenone,119-61-9,C13H10O,70.28,853,913,38.95503233713645,1.25,31262753.69152032,2126655.071245944
Acetone,67-64-1,C3H6O,72.97,935,940,4.793418990157295,1.2248995983935742,684207255.699735,51192016.34523257
Acetone,67-64-1,C3H6O,80.16,900,903,4.8142619513207965,0.1355421686746988,124306854.2828503,72331303.24723437
Isopropyl Alcohol,67-63-0,C3H8O,50.02,834,902,4.918476757138304,0.11044176706827309,100748080.94883174,33644010.484285854
3-Carene,13466-78-9,C10H16,11.16,835,889,19.38349180460843,1.1495983935742973,26619258.31881482,2594431.6861747475
"3-Octen-5-yne, 2,7-dimethyl-, (Z)-",28935-76-4,C10H16,10.24,751,775,19.362648843444926,0.7078313253012049,24935651.080989894,2561305.0448800325
Undecane,1120-21-4,C11H24,13.2,857,903,20.467325785110514,0.6325301204819277,36066698.73847331,2097398.846367137
Phenol,108-95-2,C6H6O,28.35,774,877,22.134762678190643,0.9688755020080321,285993881.19363034,4392226.78319441
Isopropyl Alcohol,67-63-0,C3H8O,77.34,862,918,4.918476757138304,0.1606425702811245,317032433.43975157,36582006.40748585
Isopropyl Alcohol,67-63-0,C3H8O,81.67,920,959,4.9601626794653075,0.7429718875502008,591668097.8107237,35678934.51972382
Isopropyl Alcohol,67-63-0,C3H8O,71.2,891,926,4.918476757138304,0.050200803212851405,122551854.91287558,41668181.09911685
Acetophenone,98-86-2,C8H8O,42.4,825,895,23.031010008221212,1.0441767068273093,78186642.9535717,2107760.435307475
"Cyclopropane, ethylidene-",18631-83-9,C5H8,19.39,954,959,4.584989378522279,1.1596385542168675,127019737.41619512,52917440.156462274
Ethanol,64-17-5,C2H6O,78.59,807,911,4.397402728050764,0.8734939759036144,81809238.11479335,2059720.5182781583
Acetonitrile,75-5-8,C2H3N,50.46,732,915,5.147749329936822,1.1746987951807228,40998487.35182376,3803738.4692769162
"3-Octen-5-yne, 2,7-dimethyl-, (E)-",55956-33-7,C10H16,8.22,722,739,19.320962921117925,0.7178714859437751,33215055.915021777,2744621.5391631443
Isopropyl Alcohol,67-63-0,C3H8O,58.28,711,935,4.8559478736478,0.2560240963855422,289762470.9322389,18499318.94730001
Methyl isocyanide,593-75-9,C2H3N,55.52,825,969,5.168592291100325,0.12048192771084337,65639472.205788426,4450718.758112024
Isopropyl Alcohol,67-63-0,C3H8O,77.76,910,961,4.981005640628809,1.1997991967871486,461879965.1672986,17556953.932037607
"2-Propanone, 1-methoxy-",5878-19-3,C4H8O2,60.89,844,846,4.8559478736478,0.8734939759036144,145767008.29171598,36768580.54811868
Isopropyl Alcohol,67-63-0,C3H8O,50.4,792,898,4.9601626794653075,1.0542168674698795,11066557.62658706,5618385.099632633
Isopropyl Alcohol,67-63-0,C3H8O,80.94,915,961,4.981005640628809,1.1696787148594376,490577013.7513349,17403571.55512235
Acetonitrile,75-5-8,C2H3N,53.35,819,955,5.126906368773321,0.9789156626506024,46736752.619621485,4024673.5147910025
Acetonitrile,75-5-8,C2H3N,49.83,750,928,5.126906368773321,0.7028112449799196,30231733.295374252,3876510.5753771123
Phenol,108-95-2,C6H6O,66.1,890,927,22.155605639354146,0.2459839357429719,358075617.29219615,5892010.679907013
"Pentanedinitrile, 2-methyl-",4553-62-2,C6H8N2,76.61,835,884,26.261668988563965,0.8835341365461847,12242238.47099008,2058576.8955192226
Methylacrylonitrile,126-98-7,C4H5N,38.93,852,953,7.086144718142473,0.9136546184738956,26409014.597244658,2303970.3433028855
Phenol,108-95-2,C6H6O,66.5,901,925,22.155605639354146,0.055220883534136546,170446543.0037021,5617524.359723567
Phenol,108-95-2,C6H6O,61.02,889,918,22.17644860051765,0.4166666666666667,729319900.2819252,5060003.430361683
Phenol,108-95-2,C6H6O,63.34,894,928,22.17644860051765,0.39156626506024095,49708904.86799067,5141383.945306853
"Silanol, trimethyl-",1066-40-6,C3H10OSi,61.45,745,802,6.606756611381936,1.0843373493975903,5027019.55782611,2531720.2336584786
"Silanol, trimethyl-",1066-40-6,C3H10OSi,61.23,719,780,6.648442533708938,0.8885542168674698,35443493.42992459,1932721.1789433768
Trichloromethane,67-66-3,CHCl3,82.97,807,926,7.273731368613987,0.21084337349397592,34048474.09919536,1833006.0020269451
"Silanol, trimethyl-",1066-40-6,C3H10OSi,52.36,707,756,6.648442533708938,0.8634538152610441,13103801.515630273,1931585.4143835567
"Pentanedinitrile, 2-methyl-",4553-62-2,C6H8N2,60.29,802,867,26.261668988563965,0.8534136546184738,224053975.52062815,2017959.8998272978
Phenol,108-95-2,C6H6O,70.33,903,929,22.155605639354146,0.12550200803212852,173678535.30924678,5809889.830331389
Trichloromethane,67-66-3,CHCl3,83.01,819,926,7.273731368613987,0.22088353413654618,6245712.180100916,1836294.7923045778
Benzaldehyde,100-52-7,C7H6O,59.94,919,932,19.362648843444926,0.41164658634538154,346538614.38589984,7431496.510633992
Phenol,108-95-2,C6H6O,68.25,905,926,22.134762678190643,1.2198795180722892,274345916.5305616,5292748.617230374
Phenol,108-95-2,C6H6O,60.62,874,917,22.134762678190643,1.104417670682731,135644676.47328982,4519828.963806872
Toluene,108-88-3,C7H8,32.24,866,904,11.254736950842796,0.2359437751004016,60323832.41146052,2837487.0637439173
Phenol,108-95-2,C6H6O,63.42,891,923,22.155605639354146,0.1757028112449799,88782487.6763154,5935379.225619181
Phenol,108-95-2,C6H6O,70.37,903,932,22.155605639354146,0.21586345381526104,11072681.157837518,5854015.768201102
