Name,Casno,Formula,hit_prob,match_factor,reverse_match_factor,rt1,rt2,Area,Height
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.17,756,932,43.72807044357832,0.9236947791164659,81591553.52649806,8379083.4884283515
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.09,768,927,43.39458306496229,0.5170682730923695,76870896.09619775,8512554.5933865
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.27,778,933,44.35335927848337,0.8232931726907631,19998871.572274014,8248558.815140618
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.12,757,923,45.374664375494945,0.7781124497991968,19891199.68912576,8310635.535853451
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.2,753,927,42.790137191220744,1.069277108433735,80740827.55637796,8671057.3340842
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.83,767,930,43.4571119484528,0.16566265060240964,72513354.4915162,8487186.50329268
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.71,786,929,45.12454884153293,0.4718875502008032,19805476.020011,8243043.673944215
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.57,786,935,44.686846657099395,1.2248995983935742,70244780.45591179,8231165.779418467
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.3,758,931,43.58216971543381,1.1746987951807228,20257471.549152546,8338772.7015816225
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.8,748,926,43.498797870779796,1.0742971887550201,20380272.29166263,8415546.638710562
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.0,772,929,44.29083039499287,1.1746987951807228,19976878.66518118,8259551.612049678
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.85,757,929,43.623855637760805,0.3714859437751004,20314556.517122008,8345286.750211972
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.78,770,930,43.373740103798795,0.06526104417670683,76417453.7598991,8448454.954545792
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.22,771,927,45.83320952109198,0.47690763052208834,19683461.50159742,8211265.851653117
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.25,753,925,43.68638452125131,0.020080321285140562,20066826.589239962,8277867.587529445
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.66,783,927,44.7910614629169,0.07028112449799197,19756103.921325546,8206694.482060526
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.27,757,925,41.28944398744863,0.963855421686747,70462736.08615275,8205343.7768303715
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.75,790,932,45.14539180269643,0.9236947791164659,19705567.98371539,8204126.294640662
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.88,765,929,45.458036220148955,0.8785140562248996,19982908.902890414,8295943.623775095
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.32,758,922,45.35382141433144,0.32630522088353414,19690509.56050406,8217213.935128916
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.66,774,932,45.89573840458249,0.12550200803212852,19649212.955185734,8203223.096120732
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.37,769,927,43.95734301637683,0.7730923694779116,77691372.29218145,8266543.328666389
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.37,771,928,44.24914447266586,0.2710843373493976,19978516.723390874,8246913.514829807
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.42,786,929,44.91611922989791,1.0742971887550201,19688760.53599598,8194246.7784194965
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.37,787,936,44.8327473852439,0.9738955823293173,19765814.2554381,8215237.035425408
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.83,773,928,45.81236655992848,0.025100401606425703,19637689.5939698,8185036.15584501
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.9,771,930,45.77068063760147,0.8283132530120482,19615998.37754894,8183981.954739196
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.14,769,928,45.91658136574599,0.5773092369477911,19640027.766979598,8199142.003671674
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.84,763,927,44.08240078335785,0.07028112449799197,78035480.39947274,8232623.949803533
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.56,791,936,44.895276268734406,0.6224899598393574,19641376.470454052,8176669.30829787
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.05,785,936,44.7285325794264,0.42168674698795183,19769266.900792982,8217226.893898886
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.19,786,932,44.811904424080396,0.5220883534136547,19734660.3699688,8195106.665997015
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.48,770,931,43.26952529798128,1.2198795180722892,76569773.32841507,8407285.857321754
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,71.25,773,932,45.70815175411097,1.179718875502008,19587331.650636617,8167439.7711834395
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.53,776,928,44.41588816197387,0.4718875502008032,20122282.271476023,8241390.252390307
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.52,743,920,41.64377432722816,0.11044176706827309,55613090.285411924,9268202.226106886
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.05,770,930,45.291292530840934,0.677710843373494,19557494.83644848,8161206.621227479
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.15,770,925,45.68730879294747,0.7279116465863453,19558647.86938236,8157599.119139351
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.18,754,924,43.707227482414815,0.4718875502008032,85182472.40382093,8295561.696736974
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.09,768,934,45.20792068618694,0.5773092369477911,19564412.649186917,8151531.890750255
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.36,791,932,44.99949107455192,1.1746987951807228,19627382.17594805,8168212.568617829
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.44,770,926,44.269987433829364,0.7228915662650602,19924109.760284618,8231256.201164836
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.77,771,931,45.74983767643797,0.37650602409638556,19501699.55651297,8146519.268311476
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.7,788,935,44.97864811338842,0.7228915662650602,19573834.09292593,8146432.273084047
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.08,767,928,45.31213549200444,1.1295180722891567,19516432.949446708,8146061.204139606
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.14,769,929,45.666465831783974,0.2761044176706827,19532723.900377285,8145846.6822794825
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.55,754,923,43.64469859892431,0.8232931726907631,85438904.04316555,8297937.716349724
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.33,761,929,43.89481413288633,1.1244979919678715,20115899.727713753,8305506.666790399
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.06,746,910,42.936037919365255,0.8182730923694779,14947886.067168962,8785476.955013892
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,71.23,785,932,44.7493755405899,0.8734939759036144,19695099.469113983,8170782.874805831
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.79,768,927,43.31121122030829,0.4166666666666667,76423579.7595109,8421136.076412518
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.14,790,934,45.187077725023435,0.12048192771084337,19535288.186426617,8131917.119389054
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.72,788,930,44.957805152224914,0.2710843373493976,19529333.973631836,8130575.074900709
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.79,775,931,44.124086705684846,0.9738955823293173,20211907.548779115,8284056.797497681
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.72,789,930,45.04117699687892,0.3714859437751004,19570918.16487042,8143122.168797916
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.7,797,936,45.22876364735043,1.0240963855421688,19498144.05485069,8126855.08148442
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.3,767,927,45.54140806480296,0.9789156626506024,19950645.720403396,8250794.319914561
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.12,782,936,44.603474812445384,1.1244979919678715,20020035.401138484,8196090.335758019
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.12,794,933,45.27044956967743,0.22088353413654618,19490409.58867287,8119815.75532433
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.39,790,934,44.874433307570904,0.1706827309236948,19590753.847004306,8152570.059743123
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.6,775,928,45.62477990945697,1.0793172690763053,19558060.837612238,8124249.21900855
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.0,778,931,44.478417045464376,0.12048192771084337,19986291.049036875,8232155.253211313
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.17,763,926,43.93650005521333,0.321285140562249,78336393.28549469,8233519.045676127
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.36,777,933,43.33205418147179,0.8684738955823293,66842981.63704056,8406704.314336464
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.68,782,931,44.64516073477239,0.321285140562249,20024497.449305665,8198278.6959011685
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.05,763,929,45.49972214247595,0.07530120481927711,19853349.97545897,8240565.49643654
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.83,775,932,45.85405248225548,0.928714859437751,19457035.89994389,8108583.584364718
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.95,773,930,45.937424326909486,1.0291164658634537,19425880.589843106,8095372.826087372
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.37,784,932,44.66600369593589,0.7730923694779116,19848338.027073648,8165660.183344258
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.32,779,930,44.58263185128188,0.6726907630522089,20089506.478613976,8157024.270524783
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.75,766,928,45.520565103639456,0.5271084337349398,19824737.55705351,8226118.321886224
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,71.5,780,932,44.43673112313737,0.9236947791164659,19988627.595310166,8189599.12139244
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.36,768,931,45.58309398712996,0.1757028112449799,19775146.00299511,8213143.433258729
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.17,757,926,43.561326754270304,0.7228915662650602,19984807.588618223,8223968.607503192
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.58,763,931,42.97772384169226,0.015060240963855422,73467366.0747474,8618932.986140538
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.77,762,928,41.268601026285125,0.5120481927710844,68987205.27624202,8081161.032794448
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.4,760,926,41.24775806512162,0.060240963855421686,68569540.10644244,8031144.863488044
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.06,770,932,45.97911024923649,0.22590361445783133,19250786.31481405,8036439.969447048
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.47,759,927,41.18522918163112,0.41164658634538154,68985629.01046607,8070767.509928979
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.5,773,929,45.603936948293466,0.6275100401606426,19519674.46829836,8116381.226166073
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.47,761,923,43.5404837931068,0.2710843373493976,19972770.381889235,8213190.1609303495
Acetaldehyde,75-7-0,C2H4O,68.0,833,912,3.6053702038377025,0.6375502008032129,327224853.8538947,7981701.951562546
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.65,777,929,44.52010296779138,1.0240963855421688,20131068.886396192,8124923.7631352795
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.9,749,921,41.14354325930412,1.214859437751004,70065057.53770538,8061658.236795465
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.49,771,933,44.10324374452134,0.5220883534136547,20110541.694350548,8220177.3029078925
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.77,788,931,44.49926000662788,0.572289156626506,19549265.45831837,8032089.094142764
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.44,775,932,44.56178889011838,0.22088353413654618,20244889.049843904,8144453.771776701
"Cyclopentasiloxane, decamethyl-",541-2-6,C10H30O5Si5,84.94,865,878,23.051852969384715,0.1355421686746988,135195357.83456847,8736269.656563193
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.36,761,925,41.206072142794625,0.8634538152610441,68420193.91977304,8026825.200817998
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.35,752,928,41.10185733697711,0.3112449799196787,19140722.26020222,7971502.707314142
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.87,753,927,41.122700298140614,0.7630522088353414,69989590.39565234,8044073.447196203
Benzaldehyde,100-52-7,C7H6O,63.89,919,931,19.341805882281424,0.0,403072714.2714181,9264909.679302877
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.02,751,928,41.03932845348661,0.6626506024096386,68723377.08363394,7841894.075374042
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.78,745,925,41.01848549232311,0.21084337349397592,18655971.53774025,7781528.600142719
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.99,763,928,42.99856680285576,0.46686746987951805,77286863.08654979,8482685.947614474
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.44,750,926,41.060171414650114,1.1144578313253013,73475502.46164194,7899468.109563262
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,59.89,743,927,40.9767995699961,1.0140562248995983,18700630.713078078,7770601.431468161
Octane,111-65-9,C8H18,50.83,911,920,11.56738136829532,0.5823293172690763,160868616.4515765,7543919.770084641
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.01,737,917,40.9351136476691,0.11044176706827309,71599223.21848205,7703126.902426679
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,55.83,741,923,40.9559566088326,0.5622489959839357,18570372.81373237,7729576.586520463
1-Octene,111-66-0,C8H16,17.21,903,904,11.379794717823806,0.040160642570281124,185928810.79479098,7544141.479259206
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.85,742,920,40.87258476417859,0.46184738955823296,17963676.123239923,7480129.966564484
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.19,743,923,40.89342772534209,0.9136546184738956,71162029.3531685,7578449.192369298
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.68,741,917,40.851741803015095,0.010040160642570281,17755202.778554652,7404851.56627696
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.88,750,922,40.81005588068809,0.8132530120481928,65815017.448169686,7125543.03270197
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.58,750,920,40.78921291952459,0.3614457831325301,65009826.92059826,7032987.299634332
Decyl acrylate,2156-96-9,C13H24O2,32.08,875,894,38.767445686664935,0.677710843373494,164790722.96058887,6956835.725302898
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.07,748,923,40.74752699719759,1.1646586345381527,65245813.460272186,6994961.423832016
Dodecane,112-40-3,C12H26,24.06,909,918,24.96940539642686,1.0190763052208835,141226815.23945913,6923419.72670653
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.05,755,931,40.66415515254358,1.0642570281124497,64664607.28632437,6945249.199613257
Hexanal,66-25-1,C6H12O,69.15,863,875,12.922173843922925,0.4166666666666667,281487385.2017523,6854006.711642281
"Silanol, trimethyl-",1066-40-6,C3H10OSi,79.2,893,901,6.606756611381936,1.25,215651233.29276693,9298601.98794578
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.35,746,922,40.643312191380076,0.6124497991967871,46633371.37249873,6906045.654143379
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,59.41,710,920,40.226452968110046,0.11044176706827309,11370094.531333067,6657263.2673349185
"Pentasiloxane, dodecamethyl-",141-63-9,C12H36O4Si5,80.8,900,910,23.968943260578786,1.1997991967871486,98572400.95563345,6610335.360193466
"Benzene, 1,3-dimethyl-",108-38-3,C8H10,41.3,923,927,14.881412193292077,0.3413654618473896,294476176.2242299,6550125.3504569745
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.21,750,924,40.72668403603409,0.7128514056224899,45631428.953332484,6866469.757754024
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.61,747,923,40.62246923021658,0.1606425702811245,45816798.26857534,6773565.076782016
Acetaldehyde,75-7-0,C2H4O,56.86,820,904,3.5845272426742008,0.1857429718875502,333579356.0294082,7876839.980708839
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.08,748,920,40.580783307889575,0.963855421686747,62064469.30154998,6661624.614819699
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.3,753,926,40.55994034672607,0.5120481927710844,60941412.68746808,6579266.243491435
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.38,752,924,40.705841074870584,0.26104417670682734,11611084.15036634,6861121.025105147
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.77,757,919,40.53909738556257,0.060240963855421686,59458623.390196845,6455013.181442083
Isopropyl Alcohol,67-63-0,C3H8O,73.26,871,946,5.022691562955812,0.37650602409638556,469266802.0954987,7861998.861338503
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.15,764,927,40.497411463235565,0.8634538152610441,58067976.34458378,6322950.93443578
Methyl isocyanide,593-75-9,C2H3N,58.7,865,974,5.168592291100325,0.025100401606425703,324364429.75812304,6211214.467753425
"Cyclopropane, pentyl-",2511-91-3,C8H16,11.64,891,902,11.42148064015081,0.9437751004016064,159342244.65634254,6189065.201263374
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.76,776,919,41.53955952141065,1.25,7246679.79667975,7246679.79667975
Dodecane,112-40-3,C12H26,25.15,914,925,25.03193427991737,0.6626506024096386,122083387.03830895,6151386.420512094
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.31,762,931,40.43488257974506,1.214859437751004,56300787.20542109,6100726.683903342
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.33,766,931,40.47656850207206,0.41164658634538154,70287925.85145801,6094306.543469208
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,76.85,825,933,42.2482202009697,1.25,29093417.340102375,6054934.003646718
Phenol,108-95-2,C6H6O,65.02,890,924,22.155605639354146,0.1606425702811245,98696141.2380045,5954355.086417306
Toluene,108-88-3,C7H8,46.35,905,925,11.2964228731698,1.1194779116465863,274284405.33213556,5913450.275687212
Decane,124-18-5,C10H22,30.85,915,940,18.508087435741363,0.8785140562248996,112620482.39953518,5888090.398173033
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.12,766,937,40.414039618581555,0.7630522088353414,14775353.786566926,6060146.469604577
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.55,716,920,40.18476704578304,0.9136546184738956,58102638.92004137,6535987.81291895
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.31,759,929,40.33066777392755,0.6626506024096386,10531951.963520192,6105657.484179308
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.36,767,934,40.351510735091054,1.1144578313253013,10388258.877781061,6003667.505723551
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.03,765,937,40.39319665741806,0.3112449799196787,55640259.97021339,6086847.86317643
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.27,758,932,40.309824812764056,0.21084337349397592,10635545.232622351,6108085.972654403
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.54,734,924,40.24729592927355,0.5622489959839357,10890885.5004929,6421604.741712147
"Heptane, 2,4-dimethyl-",2213-23-2,C9H20,21.01,770,913,12.359413892508382,0.6626506024096386,122181407.08221945,5492108.524928378
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,88.19,904,934,12.171827242036867,0.010040160642570281,98175851.61927597,5649898.68536428
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,70.8,803,924,40.83089884185159,1.25,26964150.48544072,5523245.666133623
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.05,744,924,40.26813889043705,1.0140562248995983,10541902.617584258,6206457.741102015
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.94,749,931,40.14308112345604,0.010040160642570281,14653702.76654695,5961817.381186625
"1,4-Pentadiene",591-93-5,C5H8,27.85,880,955,4.459931611541268,0.19076305220883535,67879986.17225844,5432325.063208056
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.86,755,912,39.726221900186005,1.214859437751004,5383098.343180256,5383098.343180256
α-Pinene,80-56-8,C10H16,17.95,930,944,16.673906853353216,0.677710843373494,168564350.87429282,5389086.527574401
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.72,755,928,40.080552239965535,0.3614457831325301,13822947.285462461,5635618.733951052
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.11,748,923,40.10139520112904,0.8132530120481928,53402955.772070125,5795390.944733218
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.16,757,918,39.76790782251301,0.41164658634538154,5371251.376041524,5371251.376041524
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,59.66,729,924,40.163924084619545,0.46184738955823296,10707657.54719655,6235384.725365962
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.97,760,925,40.03886631763853,1.1646586345381527,47546047.853702694,5558813.397527581
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.14,772,934,39.95549447298452,1.0642570281124497,12836268.042939616,5320538.855711621
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.54,774,936,39.93465151182102,0.6124497991967871,41640941.735818416,5270793.123163548
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.96,773,930,39.91380855065752,0.1606425702811245,41654707.10674745,5237077.3602396315
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.73,771,933,40.01802335647503,0.7128514056224899,13219366.903708013,5443604.117837611
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,71.32,772,933,39.997180395311524,0.26104417670682734,12969374.457714017,5342115.763896762
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.8,779,934,39.872122628330516,0.963855421686747,12389532.572072644,5129705.852992444
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.79,774,931,39.85127966716702,0.5120481927710844,12346742.23111678,5133658.457100678
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.0,770,928,39.78875078367651,0.8634538152610441,12428882.755175391,5167228.302825736
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,88.6,904,934,12.150984280873367,1.25,40146937.25850014,5135200.685571626
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.82,760,917,39.70537893902251,0.7630522088353414,12318220.221094817,5129441.757714306
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.92,773,929,39.83043670600352,0.060240963855421686,40741833.78770749,5150793.237398804
Benzaldehyde,100-52-7,C7H6O,61.56,920,932,19.362648843444926,0.42168674698795183,326579250.6821943,7434502.322480233
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,52.4,757,915,39.37189156040648,0.3614457831325301,5078248.701383436,5078248.701383436
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,50.31,750,911,39.33020563807948,1.1646586345381527,5073848.669102194,5073848.669102194
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.15,700,879,38.496487191539416,0.16566265060240964,5008169.631014713,5008169.631014713
"Heptane, 2,4-dimethyl-",2213-23-2,C9H20,10.65,723,897,12.338570931344881,0.21084337349397592,111673023.9010827,5029198.926217878
Methyl isocyanide,593-75-9,C2H3N,60.1,851,963,5.147749329936822,1.25,106800051.54908367,5706301.980649424
n-Hexane,110-54-3,C6H14,59.46,891,921,5.960624815313386,0.16566265060240964,115297513.9443354,5122789.619132528
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.44,771,929,39.642850055532,1.1144578313253013,12015465.543864043,4999367.715843796
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,55.65,759,916,39.455263405060485,0.46184738955823296,5026661.013024085,5026661.013024085
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.39,768,923,39.68453597785901,0.3112449799196787,12152272.78076865,5062565.963387893
"Disiloxane, hexamethyl-",107-46-0,C6H18OSi2,53.03,907,916,7.857334281192033,0.25100401606425704,90970163.11096846,4908567.710331444
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.33,763,917,39.43442044389698,0.010040160642570281,5017665.151626614,5017665.151626614
Decanal,112-31-2,C10H20O,45.69,867,896,26.532627483689485,0.050200803212851405,154282087.83567697,4883838.579779825
Hexanal,66-25-1,C6H12O,52.29,845,853,12.880487921595922,1.2299196787148594,158797355.7447056,5045059.021607626
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.08,766,925,39.601164133204996,0.21084337349397592,11733945.498474045,4884994.447649321
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.88,764,926,39.6220070943685,0.6626506024096386,11891131.263894398,4948917.37965303
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.71,777,928,39.55947821087799,1.0140562248995983,34956026.544512704,4806839.655360694
Decyl acrylate,2156-96-9,C13H24O2,33.29,877,894,38.78828864782844,1.1295180722891567,70670557.37229086,5042580.843194576
"2-Propanone, 1-methoxy-",5878-19-3,C4H8O2,69.24,849,858,4.876790834811301,0.8483935742971888,119502987.07376093,40280270.67928826
